"bin","completeness","contamination","keggid","binary","pathway","pathway_in_detail","gene"
"D_gayi_BEC329_bin.3",35.21,9.13,"K03614","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"D_gayi_BEC329_bin.3",35.21,9.13,"K03615","present","methanogenesis","rnf  complex","rnfC"
"D_gayi_BEC329_bin.3",35.21,9.13,"K03615","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C","rnfC"
"D_gayi_BEC329_bin.3",35.21,9.13,"K03617","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A","rnfA"
"D_gayi_BEC329_bin.3",35.21,9.13,"K03617","present","methanogenesis","rnf  complex","rnfA"
"D_gayi_BEC329_bin.3",35.21,9.13,"K11181","absent","sulfate reduction","dissimilatory sulfite reductase beta subunit","DsrB"
"D_gayi_BEC329_bin.3",35.21,9.13,"K11261","absent","methanogenesis","methanogenesis_via_CO2","fmdE"
"D_gayi_BEC329_bin.3",35.21,9.13,"K13788","absent","methanogenesis","methanogenesis_via_acetate","pta"
"D_gayi_BEC329_bin.3",35.21,9.13,"K14080","absent","methanogenesis","methanogenesis_via_Methanol","mtaA"
"D_gayi_BEC329_bin.3",35.21,9.13,"K14081","absent","methanogenesis","methanogenesis_via_Methanol","mtaC"
"D_gayi_BEC329_bin.3",35.21,9.13,"K14086","absent","methanogenesis","hydrogenases associated with methanogenesis","echA"
"D_gayi_BEC329_bin.3",35.21,9.13,"K14091","absent","methanogenesis","hydrogenases associated with methanogenesis","echF"
"D_gayi_BEC329_bin.3",35.21,9.13,"K16177","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtmC"
"D_gayi_BEC329_bin.3",35.21,9.13,"K16178","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbB"
"D_gayi_BEC329_bin.3",35.21,9.13,"K16179","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbC"
"D_gayi_BEC329_bin.3",35.21,9.13,"K17992","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndB","hndB"
"D_gayi_BEC329_bin.3",35.21,9.13,"K18331","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndC","hndC"
"D_gayi_BEC329_bin.3",35.21,9.13,"K18332","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndD","hndD"
"D_gayi_BEC329_bin.3",35.21,9.13,"K22480","absent","methanogenesis","hdr flavoprotein analogs","hdrA1"
"D_gayi_BEC330_bin.1",61.29,2.06,"K00192","absent","methanogenesis","methanogenesis_via_CO2","cdhA"
"D_gayi_BEC330_bin.1",61.29,2.06,"K00193","absent","methanogenesis","methanogenesis_via_acetate","cdhC"
"D_gayi_BEC330_bin.1",61.29,2.06,"K00194","absent","reductive acetogenesis","Acetyl-CoA decarbonylase/synthase delta subunit (corrinoid iron-sulfur protein)","acsD"
"D_gayi_BEC330_bin.1",61.29,2.06,"K00194","absent","methanogenesis","methanogenesis_via_acetate","cdhD"
"D_gayi_BEC330_bin.1",61.29,2.06,"K00197","absent","reductive acetogenesis","CO-methylating acetyl-CoA synthase corrinoid iron-sulfur protein large subunit precursor","acsC"
"D_gayi_BEC330_bin.1",61.29,2.06,"K00197","absent","methanogenesis","methanogenesis_via_acetate","cdhE"
"D_gayi_BEC330_bin.1",61.29,2.06,"K00198","absent","reductive acetogenesis","Ni-dependent carbon monoxide dehydrogenase (CODH) catalytic subunit","acsA"
"D_gayi_BEC330_bin.1",61.29,2.06,"K00394","absent","sulfate reduction","adenylylsulfate reductase subunit A","AprA"
"D_gayi_BEC330_bin.1",61.29,2.06,"K00583","absent","methanogenesis","methanogenesis_via_CO2","mtrG"
"D_gayi_BEC330_bin.1",61.29,2.06,"K00925","absent","reductive acetogenesis","Acetate kinase","ack"
"D_gayi_BEC330_bin.1",61.29,2.06,"K00925","absent","methanogenesis","methanogenesis_via_acetate","ack"
"D_gayi_BEC330_bin.1",61.29,2.06,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"D_gayi_BEC330_bin.1",61.29,2.06,"K01938","absent","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"D_gayi_BEC330_bin.1",61.29,2.06,"K02111","absent","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"D_gayi_BEC330_bin.1",61.29,2.06,"K03388","absent","methanogenesis","hdr flavoprotein analogs","hdrA2"
"D_gayi_BEC330_bin.1",61.29,2.06,"K03612","present","methanogenesis","rnf  complex","rnfG"
"D_gayi_BEC330_bin.1",61.29,2.06,"K03612","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"D_gayi_BEC330_bin.1",61.29,2.06,"K03613","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"D_gayi_BEC330_bin.1",61.29,2.06,"K03613","absent","methanogenesis","rnf  complex","rnfE"
"D_gayi_BEC330_bin.1",61.29,2.06,"K03614","absent","methanogenesis","rnf  complex","rnfD"
"D_gayi_BEC330_bin.1",61.29,2.06,"K03614","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"D_gayi_BEC330_bin.1",61.29,2.06,"K03615","absent","methanogenesis","rnf  complex","rnfC"
"D_gayi_BEC330_bin.1",61.29,2.06,"K03615","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C","rnfC"
"D_gayi_BEC330_bin.1",61.29,2.06,"K03617","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A","rnfA"
"D_gayi_BEC330_bin.1",61.29,2.06,"K03617","absent","methanogenesis","rnf  complex","rnfA"
"D_gayi_BEC330_bin.1",61.29,2.06,"K11181","absent","sulfate reduction","dissimilatory sulfite reductase beta subunit","DsrB"
"D_gayi_BEC330_bin.1",61.29,2.06,"K11261","absent","methanogenesis","methanogenesis_via_CO2","fmdE"
"D_gayi_BEC330_bin.1",61.29,2.06,"K13788","absent","methanogenesis","methanogenesis_via_acetate","pta"
"D_gayi_BEC330_bin.1",61.29,2.06,"K14080","absent","methanogenesis","methanogenesis_via_Methanol","mtaA"
"D_gayi_BEC330_bin.1",61.29,2.06,"K14081","absent","methanogenesis","methanogenesis_via_Methanol","mtaC"
"D_gayi_BEC330_bin.1",61.29,2.06,"K14086","present","methanogenesis","hydrogenases associated with methanogenesis","echA"
"D_gayi_BEC330_bin.1",61.29,2.06,"K14091","absent","methanogenesis","hydrogenases associated with methanogenesis","echF"
"D_gayi_BEC330_bin.1",61.29,2.06,"K16177","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtmC"
"D_gayi_BEC330_bin.1",61.29,2.06,"K16178","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbB"
"D_gayi_BEC330_bin.1",61.29,2.06,"K16179","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbC"
"D_gayi_BEC330_bin.1",61.29,2.06,"K17992","present","reductive acetogenesis","NADP-reducing hydrogenase subunit HndB","hndB"
"D_gayi_BEC330_bin.1",61.29,2.06,"K18331","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndC","hndC"
"D_gayi_BEC330_bin.1",61.29,2.06,"K18332","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndD","hndD"
"D_gayi_BEC330_bin.1",61.29,2.06,"K22480","absent","methanogenesis","hdr flavoprotein analogs","hdrA1"
"D_perniger_BEC342_bin.1",82.38,3.27,"K00192","absent","methanogenesis","methanogenesis_via_CO2","cdhA"
"D_perniger_BEC342_bin.1",82.38,3.27,"K00193","absent","methanogenesis","methanogenesis_via_acetate","cdhC"
"D_perniger_BEC342_bin.1",82.38,3.27,"K00194","absent","reductive acetogenesis","Acetyl-CoA decarbonylase/synthase delta subunit (corrinoid iron-sulfur protein)","acsD"
"D_perniger_BEC342_bin.1",82.38,3.27,"K00194","absent","methanogenesis","methanogenesis_via_acetate","cdhD"
"D_perniger_BEC342_bin.1",82.38,3.27,"K00197","absent","reductive acetogenesis","CO-methylating acetyl-CoA synthase corrinoid iron-sulfur protein large subunit precursor","acsC"
"D_perniger_BEC342_bin.1",82.38,3.27,"K00197","absent","methanogenesis","methanogenesis_via_acetate","cdhE"
"D_perniger_BEC342_bin.1",82.38,3.27,"K00198","absent","reductive acetogenesis","Ni-dependent carbon monoxide dehydrogenase (CODH) catalytic subunit","acsA"
"D_perniger_BEC342_bin.1",82.38,3.27,"K00394","absent","sulfate reduction","adenylylsulfate reductase subunit A","AprA"
"D_perniger_BEC342_bin.1",82.38,3.27,"K00583","absent","methanogenesis","methanogenesis_via_CO2","mtrG"
"D_perniger_BEC342_bin.1",82.38,3.27,"K00925","present","reductive acetogenesis","Acetate kinase","ack"
"D_perniger_BEC342_bin.1",82.38,3.27,"K00925","present","methanogenesis","methanogenesis_via_acetate","ack"
"D_perniger_BEC342_bin.1",82.38,3.27,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"D_perniger_BEC342_bin.1",82.38,3.27,"K01938","present","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"D_perniger_BEC342_bin.1",82.38,3.27,"K02111","absent","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"D_perniger_BEC342_bin.1",82.38,3.27,"K03388","absent","methanogenesis","hdr flavoprotein analogs","hdrA2"
"D_perniger_BEC342_bin.1",82.38,3.27,"K03612","present","methanogenesis","rnf  complex","rnfG"
"D_perniger_BEC342_bin.1",82.38,3.27,"K03612","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"D_perniger_BEC342_bin.1",82.38,3.27,"K03613","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"D_perniger_BEC342_bin.1",82.38,3.27,"K03613","present","methanogenesis","rnf  complex","rnfE"
"D_perniger_BEC342_bin.1",82.38,3.27,"K03614","present","methanogenesis","rnf  complex","rnfD"
"D_perniger_BEC342_bin.1",82.38,3.27,"K03614","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"D_perniger_BEC342_bin.1",82.38,3.27,"K03615","absent","methanogenesis","rnf  complex","rnfC"
"D_perniger_BEC342_bin.1",82.38,3.27,"K03615","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C","rnfC"
"D_perniger_BEC342_bin.1",82.38,3.27,"K03617","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A","rnfA"
"D_perniger_BEC342_bin.1",82.38,3.27,"K03617","absent","methanogenesis","rnf  complex","rnfA"
"D_perniger_BEC342_bin.1",82.38,3.27,"K11181","absent","sulfate reduction","dissimilatory sulfite reductase beta subunit","DsrB"
"D_perniger_BEC342_bin.1",82.38,3.27,"K11261","absent","methanogenesis","methanogenesis_via_CO2","fmdE"
"D_perniger_BEC342_bin.1",82.38,3.27,"K13788","absent","methanogenesis","methanogenesis_via_acetate","pta"
"D_perniger_BEC342_bin.1",82.38,3.27,"K14080","absent","methanogenesis","methanogenesis_via_Methanol","mtaA"
"D_perniger_BEC342_bin.1",82.38,3.27,"K14081","absent","methanogenesis","methanogenesis_via_Methanol","mtaC"
"D_perniger_BEC342_bin.1",82.38,3.27,"K14086","absent","methanogenesis","hydrogenases associated with methanogenesis","echA"
"D_perniger_BEC342_bin.1",82.38,3.27,"K14091","absent","methanogenesis","hydrogenases associated with methanogenesis","echF"
"D_perniger_BEC342_bin.1",82.38,3.27,"K16177","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtmC"
"D_perniger_BEC342_bin.1",82.38,3.27,"K16178","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbB"
"D_perniger_BEC342_bin.1",82.38,3.27,"K16179","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbC"
"D_perniger_BEC342_bin.1",82.38,3.27,"K17992","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndB","hndB"
"D_perniger_BEC342_bin.1",82.38,3.27,"K18331","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndC","hndC"
"D_perniger_BEC342_bin.1",82.38,3.27,"K18332","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndD","hndD"
"D_perniger_BEC342_bin.1",82.38,3.27,"K22480","absent","methanogenesis","hdr flavoprotein analogs","hdrA1"
"D_perniger_BEC343_bin.1",85.84,1.68,"K00192","absent","methanogenesis","methanogenesis_via_CO2","cdhA"
"D_perniger_BEC343_bin.1",85.84,1.68,"K00193","absent","methanogenesis","methanogenesis_via_acetate","cdhC"
"D_perniger_BEC343_bin.1",85.84,1.68,"K00194","absent","reductive acetogenesis","Acetyl-CoA decarbonylase/synthase delta subunit (corrinoid iron-sulfur protein)","acsD"
"D_perniger_BEC343_bin.1",85.84,1.68,"K00194","absent","methanogenesis","methanogenesis_via_acetate","cdhD"
"D_perniger_BEC343_bin.1",85.84,1.68,"K00197","absent","reductive acetogenesis","CO-methylating acetyl-CoA synthase corrinoid iron-sulfur protein large subunit precursor","acsC"
"D_perniger_BEC343_bin.1",85.84,1.68,"K00197","absent","methanogenesis","methanogenesis_via_acetate","cdhE"
"D_perniger_BEC343_bin.1",85.84,1.68,"K00198","absent","reductive acetogenesis","Ni-dependent carbon monoxide dehydrogenase (CODH) catalytic subunit","acsA"
"D_perniger_BEC343_bin.1",85.84,1.68,"K00394","present","sulfate reduction","adenylylsulfate reductase subunit A","AprA"
"D_perniger_BEC343_bin.1",85.84,1.68,"K00583","absent","methanogenesis","methanogenesis_via_CO2","mtrG"
"D_perniger_BEC343_bin.1",85.84,1.68,"K00925","absent","reductive acetogenesis","Acetate kinase","ack"
"D_perniger_BEC343_bin.1",85.84,1.68,"K00925","absent","methanogenesis","methanogenesis_via_acetate","ack"
"D_perniger_BEC343_bin.1",85.84,1.68,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"D_perniger_BEC343_bin.1",85.84,1.68,"K01938","absent","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"D_perniger_BEC343_bin.1",85.84,1.68,"K02111","absent","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"D_perniger_BEC343_bin.1",85.84,1.68,"K03388","absent","methanogenesis","hdr flavoprotein analogs","hdrA2"
"D_perniger_BEC343_bin.1",85.84,1.68,"K03612","absent","methanogenesis","rnf  complex","rnfG"
"D_perniger_BEC343_bin.1",85.84,1.68,"K03612","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"D_perniger_BEC343_bin.1",85.84,1.68,"K03613","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"D_perniger_BEC343_bin.1",85.84,1.68,"K03613","present","methanogenesis","rnf  complex","rnfE"
"D_perniger_BEC343_bin.1",85.84,1.68,"K03614","absent","methanogenesis","rnf  complex","rnfD"
"D_perniger_BEC343_bin.1",85.84,1.68,"K03614","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"D_perniger_BEC343_bin.1",85.84,1.68,"K03615","absent","methanogenesis","rnf  complex","rnfC"
"D_perniger_BEC343_bin.1",85.84,1.68,"K03615","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C","rnfC"
"D_perniger_BEC343_bin.1",85.84,1.68,"K03617","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A","rnfA"
"D_perniger_BEC343_bin.1",85.84,1.68,"K03617","absent","methanogenesis","rnf  complex","rnfA"
"D_perniger_BEC343_bin.1",85.84,1.68,"K11181","present","sulfate reduction","dissimilatory sulfite reductase beta subunit","DsrB"
"D_perniger_BEC343_bin.1",85.84,1.68,"K11261","absent","methanogenesis","methanogenesis_via_CO2","fmdE"
"D_perniger_BEC343_bin.1",85.84,1.68,"K13788","absent","methanogenesis","methanogenesis_via_acetate","pta"
"D_perniger_BEC343_bin.1",85.84,1.68,"K14080","absent","methanogenesis","methanogenesis_via_Methanol","mtaA"
"D_perniger_BEC343_bin.1",85.84,1.68,"K14081","absent","methanogenesis","methanogenesis_via_Methanol","mtaC"
"D_perniger_BEC343_bin.1",85.84,1.68,"K14086","absent","methanogenesis","hydrogenases associated with methanogenesis","echA"
"D_perniger_BEC343_bin.1",85.84,1.68,"K14091","absent","methanogenesis","hydrogenases associated with methanogenesis","echF"
"D_perniger_BEC343_bin.1",85.84,1.68,"K16177","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtmC"
"D_perniger_BEC343_bin.1",85.84,1.68,"K16178","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbB"
"D_perniger_BEC343_bin.1",85.84,1.68,"K16179","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbC"
"D_perniger_BEC343_bin.1",85.84,1.68,"K17992","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndB","hndB"
"D_perniger_BEC343_bin.1",85.84,1.68,"K18331","present","reductive acetogenesis","NADP-reducing hydrogenase subunit HndC","hndC"
"D_perniger_BEC343_bin.1",85.84,1.68,"K18332","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndD","hndD"
"D_perniger_BEC343_bin.1",85.84,1.68,"K22480","absent","methanogenesis","hdr flavoprotein analogs","hdrA1"
"D_perniger_BEC343_bin.2",36.58,3.92,"K00192","absent","methanogenesis","methanogenesis_via_CO2","cdhA"
"D_perniger_BEC343_bin.2",36.58,3.92,"K00193","absent","methanogenesis","methanogenesis_via_acetate","cdhC"
"D_perniger_BEC343_bin.2",36.58,3.92,"K00194","absent","reductive acetogenesis","Acetyl-CoA decarbonylase/synthase delta subunit (corrinoid iron-sulfur protein)","acsD"
"D_perniger_BEC343_bin.2",36.58,3.92,"K00194","absent","methanogenesis","methanogenesis_via_acetate","cdhD"
"D_perniger_BEC343_bin.2",36.58,3.92,"K00197","absent","reductive acetogenesis","CO-methylating acetyl-CoA synthase corrinoid iron-sulfur protein large subunit precursor","acsC"
"D_perniger_BEC343_bin.2",36.58,3.92,"K00197","absent","methanogenesis","methanogenesis_via_acetate","cdhE"
"D_perniger_BEC343_bin.2",36.58,3.92,"K00198","present","reductive acetogenesis","Ni-dependent carbon monoxide dehydrogenase (CODH) catalytic subunit","acsA"
"D_perniger_BEC343_bin.2",36.58,3.92,"K00394","absent","sulfate reduction","adenylylsulfate reductase subunit A","AprA"
"D_perniger_BEC343_bin.2",36.58,3.92,"K00583","absent","methanogenesis","methanogenesis_via_CO2","mtrG"
"D_perniger_BEC343_bin.2",36.58,3.92,"K00925","absent","reductive acetogenesis","Acetate kinase","ack"
"D_perniger_BEC343_bin.2",36.58,3.92,"K00925","absent","methanogenesis","methanogenesis_via_acetate","ack"
"D_perniger_BEC343_bin.2",36.58,3.92,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"D_perniger_BEC343_bin.2",36.58,3.92,"K01938","absent","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"D_perniger_BEC343_bin.2",36.58,3.92,"K02111","absent","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"D_perniger_BEC343_bin.2",36.58,3.92,"K03388","absent","methanogenesis","hdr flavoprotein analogs","hdrA2"
"D_perniger_BEC343_bin.2",36.58,3.92,"K03612","absent","methanogenesis","rnf  complex","rnfG"
"D_perniger_BEC343_bin.2",36.58,3.92,"K03612","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"D_perniger_BEC343_bin.2",36.58,3.92,"K03613","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"D_perniger_BEC343_bin.2",36.58,3.92,"K03613","absent","methanogenesis","rnf  complex","rnfE"
"D_perniger_BEC343_bin.2",36.58,3.92,"K03614","absent","methanogenesis","rnf  complex","rnfD"
"D_perniger_BEC343_bin.2",36.58,3.92,"K03614","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"D_perniger_BEC343_bin.2",36.58,3.92,"K03615","absent","methanogenesis","rnf  complex","rnfC"
"D_perniger_BEC343_bin.2",36.58,3.92,"K03615","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C","rnfC"
"D_perniger_BEC343_bin.2",36.58,3.92,"K03617","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A","rnfA"
"D_perniger_BEC343_bin.2",36.58,3.92,"K03617","present","methanogenesis","rnf  complex","rnfA"
"D_perniger_BEC343_bin.2",36.58,3.92,"K11181","absent","sulfate reduction","dissimilatory sulfite reductase beta subunit","DsrB"
"D_perniger_BEC343_bin.2",36.58,3.92,"K11261","present","methanogenesis","methanogenesis_via_CO2","fmdE"
"D_perniger_BEC343_bin.2",36.58,3.92,"K13788","absent","methanogenesis","methanogenesis_via_acetate","pta"
"D_perniger_BEC343_bin.2",36.58,3.92,"K14080","present","methanogenesis","methanogenesis_via_Methanol","mtaA"
"D_perniger_BEC343_bin.2",36.58,3.92,"K14081","absent","methanogenesis","methanogenesis_via_Methanol","mtaC"
"D_perniger_BEC343_bin.2",36.58,3.92,"K14086","absent","methanogenesis","hydrogenases associated with methanogenesis","echA"
"D_perniger_BEC343_bin.2",36.58,3.92,"K14091","absent","methanogenesis","hydrogenases associated with methanogenesis","echF"
"D_perniger_BEC343_bin.2",36.58,3.92,"K16177","present","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtmC"
"D_perniger_BEC343_bin.2",36.58,3.92,"K16178","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbB"
"D_perniger_BEC343_bin.2",36.58,3.92,"K16179","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbC"
"D_perniger_BEC343_bin.2",36.58,3.92,"K17992","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndB","hndB"
"D_perniger_BEC343_bin.2",36.58,3.92,"K18331","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndC","hndC"
"D_perniger_BEC343_bin.2",36.58,3.92,"K18332","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndD","hndD"
"D_perniger_BEC343_bin.2",36.58,3.92,"K22480","absent","methanogenesis","hdr flavoprotein analogs","hdrA1"
"D_perniger_BEC344_bin.1",79.41,3.75,"K00192","absent","methanogenesis","methanogenesis_via_CO2","cdhA"
"D_perniger_BEC344_bin.1",79.41,3.75,"K00193","absent","methanogenesis","methanogenesis_via_acetate","cdhC"
"D_perniger_BEC344_bin.1",79.41,3.75,"K00194","absent","reductive acetogenesis","Acetyl-CoA decarbonylase/synthase delta subunit (corrinoid iron-sulfur protein)","acsD"
"D_perniger_BEC344_bin.1",79.41,3.75,"K00194","absent","methanogenesis","methanogenesis_via_acetate","cdhD"
"D_perniger_BEC344_bin.1",79.41,3.75,"K00197","absent","reductive acetogenesis","CO-methylating acetyl-CoA synthase corrinoid iron-sulfur protein large subunit precursor","acsC"
"D_perniger_BEC344_bin.1",79.41,3.75,"K00197","absent","methanogenesis","methanogenesis_via_acetate","cdhE"
"D_perniger_BEC344_bin.1",79.41,3.75,"K00198","absent","reductive acetogenesis","Ni-dependent carbon monoxide dehydrogenase (CODH) catalytic subunit","acsA"
"D_perniger_BEC344_bin.1",79.41,3.75,"K00394","absent","sulfate reduction","adenylylsulfate reductase subunit A","AprA"
"D_perniger_BEC344_bin.1",79.41,3.75,"K00583","absent","methanogenesis","methanogenesis_via_CO2","mtrG"
"D_perniger_BEC344_bin.1",79.41,3.75,"K00925","absent","reductive acetogenesis","Acetate kinase","ack"
"D_perniger_BEC344_bin.1",79.41,3.75,"K00925","absent","methanogenesis","methanogenesis_via_acetate","ack"
"D_perniger_BEC344_bin.1",79.41,3.75,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"D_perniger_BEC344_bin.1",79.41,3.75,"K01938","absent","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"D_perniger_BEC344_bin.1",79.41,3.75,"K02111","absent","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"D_perniger_BEC344_bin.1",79.41,3.75,"K03388","absent","methanogenesis","hdr flavoprotein analogs","hdrA2"
"D_perniger_BEC344_bin.1",79.41,3.75,"K03612","absent","methanogenesis","rnf  complex","rnfG"
"D_perniger_BEC344_bin.1",79.41,3.75,"K03612","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"D_perniger_BEC344_bin.1",79.41,3.75,"K03613","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"D_perniger_BEC344_bin.1",79.41,3.75,"K03613","absent","methanogenesis","rnf  complex","rnfE"
"D_perniger_BEC344_bin.1",79.41,3.75,"K03614","present","methanogenesis","rnf  complex","rnfD"
"D_perniger_BEC344_bin.1",79.41,3.75,"K03614","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"D_perniger_BEC344_bin.1",79.41,3.75,"K03615","absent","methanogenesis","rnf  complex","rnfC"
"D_perniger_BEC344_bin.1",79.41,3.75,"K03615","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C","rnfC"
"D_perniger_BEC344_bin.1",79.41,3.75,"K03617","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A","rnfA"
"D_perniger_BEC344_bin.1",79.41,3.75,"K03617","absent","methanogenesis","rnf  complex","rnfA"
"D_perniger_BEC344_bin.1",79.41,3.75,"K11181","absent","sulfate reduction","dissimilatory sulfite reductase beta subunit","DsrB"
"D_perniger_BEC344_bin.1",79.41,3.75,"K11261","absent","methanogenesis","methanogenesis_via_CO2","fmdE"
"D_perniger_BEC344_bin.1",79.41,3.75,"K13788","absent","methanogenesis","methanogenesis_via_acetate","pta"
"D_perniger_BEC344_bin.1",79.41,3.75,"K14080","absent","methanogenesis","methanogenesis_via_Methanol","mtaA"
"D_perniger_BEC344_bin.1",79.41,3.75,"K14081","absent","methanogenesis","methanogenesis_via_Methanol","mtaC"
"D_perniger_BEC344_bin.1",79.41,3.75,"K14086","absent","methanogenesis","hydrogenases associated with methanogenesis","echA"
"D_perniger_BEC344_bin.1",79.41,3.75,"K14091","present","methanogenesis","hydrogenases associated with methanogenesis","echF"
"D_perniger_BEC344_bin.1",79.41,3.75,"K16177","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtmC"
"D_perniger_BEC344_bin.1",79.41,3.75,"K16178","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbB"
"D_perniger_BEC344_bin.1",79.41,3.75,"K16179","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbC"
"D_perniger_BEC344_bin.1",79.41,3.75,"K17992","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndB","hndB"
